Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,histo,176.849258,0:02:57,0.0064,0.9035,0.0084
4,histo,848.823608,0:14:10,0.0318,4.5054,0.0419
6,histo,1102.982910,0:18:23,0.0424,6.0163,0.0560
8,histo,1383.680420,0:23:04,0.0540,7.6612,0.0713
10,histo,1253.017456,0:20:53,0.0509,7.2095,0.0671
12,histo,1370.591797,0:22:51,0.0570,8.0810,0.0752
14,histo,1660.487915,0:27:41,0.0702,9.9460,0.0925
16,histo,1853.657227,0:30:54,0.0798,11.3160,0.1053
18,histo,2056.221191,0:34:17,0.0894,12.6783,0.1179
20,histo,2031.690918,0:33:53,0.0907,12.8583,0.1196
22,histo,2208.805420,0:36:49,0.1012,14.3445,0.1334
24,histo,2052.092773,0:34:13,0.0960,13.6156,0.1267
26,histo,2109.109131,0:35:10,0.1004,14.2299,0.1324
28,histo,NaN,0:00:01,0.0000,0.0000,0.0000
30,histo,NaN,0:00:00,0.0000,0.0000,0.0000
32,histo,NaN,0:00:00,0.0000,0.0000,0.0000
34,histo,NaN,0:00:00,0.0000,0.0000,0.0000
36,histo,NaN,0:00:00,0.0000,0.0000,0.0000
38,histo,NaN,0:00:00,0.0000,0.0000,0.0000
40,histo,NaN,0:00:00,0.0000,0.0000,0.0000
42,histo,NaN,0:00:00,0.0000,0.0000,0.0000
44,histo,NaN,0:00:00,0.0000,0.0000,0.0000
46,histo,NaN,0:00:00,0.0000,0.0000,0.0000
48,histo,NaN,0:00:01,0.0000,0.0000,0.0000
50,histo,NaN,0:00:00,0.0000,0.0000,0.0000
52,histo,NaN,0:00:00,0.0000,0.0000,0.0000
54,histo,NaN,0:00:00,0.0000,0.0000,0.0000
56,histo,NaN,0:00:00,0.0000,0.0000,0.0000
58,histo,NaN,0:00:00,0.0000,0.0000,0.0000
60,histo,NaN,0:00:00,0.0000,0.0000,0.0000
62,histo,NaN,0:00:00,0.0000,0.0000,0.0000
64,histo,NaN,0:00:01,0.0000,0.0000,0.0000
66,histo,NaN,0:00:00,0.0000,0.0000,0.0000
68,histo,NaN,0:00:00,0.0000,0.0000,0.0000
70,histo,NaN,0:00:00,0.0000,0.0000,0.0000
72,histo,NaN,0:00:00,0.0000,0.0000,0.0000
74,histo,NaN,0:00:00,0.0000,0.0000,0.0000
76,histo,NaN,0:00:00,0.0000,0.0000,0.0000
78,histo,NaN,0:00:00,0.0000,0.0000,0.0000
80,histo,NaN,0:00:00,0.0000,0.0000,0.0000
82,histo,NaN,0:00:00,0.0000,0.0000,0.0000
84,histo,NaN,0:00:00,0.0000,0.0000,0.0000
86,histo,NaN,0:00:00,0.0000,0.0000,0.0000
88,histo,NaN,0:00:00,0.0000,0.0000,0.0000
